robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
9720,0.000000,0.000000,1,0.369731,0.141797,0.941419,3,-0.391982,0.140640,0.771429
9760,0.000000,0.000000,1,0.387098,0.147268,0.963071,3,-0.374986,0.140597,0.776659
9800,0.000000,0.000000,1,0.385772,0.145182,0.950971,3,-0.379705,0.142415,0.809662
9840,0.000000,0.000000,1,0.395262,0.144445,0.960685,3,-0.370384,0.140157,0.813504
9880,0.000000,0.000000,1,0.400605,0.144359,0.958649,2,-9999.000000,-9999.000000,-9999.000000
9920,0.000000,0.000000,1,0.419789,0.151183,0.991320,3,-0.357630,0.142856,0.839026
9960,0.000000,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
10000,0.000000,0.000000,3,-0.337528,0.140743,0.846975,1,0.414073,0.149100,0.972835
10040,0.000000,0.000000,3,-0.332861,0.136926,0.847609,1,0.423771,0.149362,1.003467
10080,0.000000,0.000000,3,-0.345698,0.142882,0.885025,1,0.429374,0.152556,1.026610
10120,0.000000,0.000000,3,-0.333715,0.139498,0.869160,1,0.429280,0.150056,1.030649
10160,0.000000,0.000000,1,0.430236,0.147459,1.033520,3,-0.335507,0.141520,0.909558
10200,0.000000,0.000000,3,-0.335190,0.143305,0.926301,1,0.438069,0.147933,1.052432
10240,0.000000,0.000000,3,-0.324662,0.141665,0.912984,1,0.441652,0.147578,1.061943
10280,0.000000,0.000000,3,-0.326283,0.143475,0.929695,1,0.425450,0.141237,1.032656
10320,0.000000,0.000000,3,-0.327172,0.141584,0.949304,1,0.445460,0.143241,1.081409
10360,0.000000,0.000000,3,-0.315073,0.138480,0.959317,1,0.451973,0.139531,1.089071
10400,0.000000,0.000000,1,0.463306,0.141603,1.109989,3,-0.320625,0.144300,1.001552
10440,0.000000,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
