robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
2880,7.285721,8.350176,2,0.851169,0.085480,3.605101,1,0.037629,0.071932,3.681527
2900,7.285721,8.350176,2,0.851169,0.085480,3.605101,1,0.037629,0.071932,3.681527
2920,7.529073,8.801435,2,0.835303,0.095641,3.590330,1,0.027722,0.083117,3.663150
2940,7.298761,8.550034,2,0.835303,0.095641,3.590330,1,0.027722,0.083117,3.663150
2960,7.298761,8.550034,2,0.835303,0.095641,3.590330,1,0.027722,0.083117,3.663150
2980,6.909755,8.086948,2,0.789277,0.079420,3.520394,1,-0.011987,0.069371,3.659453
3000,6.909755,8.086948,2,0.789277,0.079420,3.520394,1,-0.011987,0.069371,3.659453
3020,6.909755,8.086948,2,0.786655,0.095799,3.601982,1,-0.032289,0.081854,3.681185
3040,6.909755,8.086948,2,0.786655,0.095799,3.601982,1,-0.032289,0.081854,3.681185
3060,7.003457,7.464816,2,0.786655,0.095799,3.601982,1,-0.032289,0.081854,3.681185
3080,7.003457,7.464816,1,-0.077393,0.078401,3.469577,2,0.720300,0.102616,3.491615
3100,6.990672,7.581245,1,-0.077393,0.078401,3.469577,2,0.720300,0.102616,3.491615
3120,6.990672,7.581245,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3140,7.136688,7.581245,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3160,6.788602,7.404438,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3180,6.325671,7.404438,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3200,6.325671,7.404438,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3220,6.325671,4.800489,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3240,4.282305,4.800489,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3260,4.282305,4.800489,2,0.503007,0.119705,3.422544,900,-9999.000000,-9999.000000,-9999.000000
3280,4.282305,4.800489,2,0.503007,0.119705,3.422544,900,-9999.000000,-9999.000000,-9999.000000
3300,4.282305,4.800489,2,0.470533,0.125175,3.494602,1,-0.351288,0.101465,3.662704
3320,4.282305,4.800489,2,0.470533,0.125175,3.494602,1,-0.351288,0.101465,3.662704
3340,4.282305,4.800489,2,0.470533,0.125175,3.494602,1,-0.351288,0.101465,3.662704
3360,4.282305,4.800489,2,0.464278,0.134450,3.542762,1,-0.345187,0.101840,3.453327
3380,4.282305,4.800489,2,0.464278,0.134450,3.542762,1,-0.345187,0.101840,3.453327
3400,4.282305,4.800489,2,0.417657,0.118641,3.455072,1,-0.377561,0.093085,3.386283
3420,4.282305,4.800489,2,0.417657,0.118641,3.455072,1,-0.377561,0.093085,3.386283
3440,0.000000,0.000000,2,0.408571,0.115806,3.500144,1,-0.402950,0.091941,3.494581
3460,0.000000,0.000000,2,0.408571,0.115806,3.500144,1,-0.402950,0.091941,3.494581
3480,0.000000,0.000000,2,0.408571,0.115806,3.500144,1,-0.402950,0.091941,3.494581
3500,1.114368,1.125073,2,0.414362,0.089752,3.391503,1,-0.376265,0.068775,3.397421
3520,1.114368,1.125073,2,0.414362,0.089752,3.391503,1,-0.376265,0.068775,3.397421
3540,1.114368,1.125073,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3560,1.114368,4.102591,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3580,1.114368,4.102591,2,0.493143,0.119248,3.539493,1,-0.326858,0.098404,3.454890
3600,1.192751,4.102591,2,0.493143,0.119248,3.539493,1,-0.326858,0.098404,3.454890
3620,3.250147,5.462485,2,0.493143,0.119248,3.539493,1,-0.326858,0.098404,3.454890
3640,3.250147,5.462485,2,0.468251,0.125151,3.445236,1,-0.335813,0.101854,3.454273
3660,3.250147,5.462485,2,0.468251,0.125151,3.445236,1,-0.335813,0.101854,3.454273
3680,3.250147,6.003021,2,0.470533,0.125175,3.494602,1,-0.339764,0.102452,3.472847
3700,3.956952,6.003021,2,0.470533,0.125175,3.494602,1,-0.339764,0.102452,3.472847
3720,3.956952,6.544393,2,0.470533,0.125175,3.494602,1,-0.339764,0.102452,3.472847
3740,3.956952,6.544393,2,0.422133,0.151480,3.364044,1,-0.375301,0.138843,3.466737
3760,3.956952,6.544393,2,0.422133,0.151480,3.364044,1,-0.375301,0.138843,3.466737
3780,4.706729,6.825790,1,-0.397258,0.121332,3.337885,900,-9999.000000,-9999.000000,-9999.000000
3800,4.706729,6.825790,1,-0.397258,0.121332,3.337885,900,-9999.000000,-9999.000000,-9999.000000
3820,4.996579,7.136688,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3840,4.996579,7.136688,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3860,4.996579,7.702875,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3880,4.996579,7.702875,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3900,5.261923,7.771315,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3920,-5.261923,-7.771315,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3940,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3960,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
3980,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4000,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4020,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4040,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4060,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4080,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4100,-5.481174,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4120,-1.926321,-8.074263,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4140,-1.926321,-1.419645,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4160,-1.926321,-1.419645,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4180,-5.162775,-1.419645,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4200,-5.162775,-1.419645,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4220,-6.687966,-5.468002,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4240,-6.687966,-5.468002,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4260,-7.788278,-6.903223,2,-0.544310,0.080954,3.342508,1,-1.327117,0.056103,3.145408
4280,-8.400439,-6.903223,2,-0.544310,0.080954,3.342508,1,-1.327117,0.056103,3.145408
4300,-8.400439,-8.009795,2,-0.544310,0.080954,3.342508,1,-1.327117,0.056103,3.145408
4320,-9.079868,-8.924511,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4340,-9.079868,-8.924511,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4360,-9.355819,-8.924511,2,-0.641915,0.096069,3.314639,1,-1.419498,0.073369,3.098684
4380,-9.355819,-9.437932,2,-0.641915,0.096069,3.314639,1,-1.419498,0.073369,3.098684
4400,-9.675233,-10.023943,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4420,-9.819558,-10.476445,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4440,-9.930738,-10.771870,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4460,-9.930738,-10.771870,1,-1.538424,0.079661,3.143254,900,-9999.000000,-9999.000000,-9999.000000
4480,-9.930738,-10.903156,1,-1.538424,0.079661,3.143254,900,-9999.000000,-9999.000000,-9999.000000
4500,-10.195798,-11.349671,2,-0.759031,0.110623,3.289681,1,-1.516691,0.081315,3.040119
4520,-10.594507,-11.716418,2,-0.759031,0.110623,3.289681,1,-1.516691,0.081315,3.040119
4540,-10.594507,-11.716418,2,-0.783083,0.108576,3.324540,1,-1.533058,0.072697,3.047099
4560,-10.594507,-11.716418,2,-0.783083,0.108576,3.324540,1,-1.533058,0.072697,3.047099
4580,-10.437442,-11.087571,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4600,-10.439177,-11.387126,2,-0.801988,0.100246,3.345074,1,-1.579805,0.066253,3.117590
4620,-10.439177,-11.387126,2,-0.801988,0.100246,3.345074,1,-1.579805,0.066253,3.117590
4640,-9.944261,-11.744464,2,-0.801988,0.100246,3.345074,1,-1.540943,0.067336,3.045940
4660,-9.944261,-11.744464,2,-0.801988,0.100246,3.345074,1,-1.540943,0.067336,3.045940
4680,-9.316402,-11.869661,2,-0.806227,0.105059,3.412258,1,-1.561580,0.067180,3.103288
4700,-9.316402,-11.869661,2,-0.806227,0.105059,3.412258,1,-1.561580,0.067180,3.103288
4720,-8.930603,-10.828706,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4740,-8.930603,-10.838051,2,-0.762643,0.095297,3.401303,1,-1.493949,0.058845,3.079097
4760,-8.930603,-10.838051,2,-0.762643,0.095297,3.401303,1,-1.493949,0.058845,3.079097
4780,-8.767276,-10.838051,2,-0.755347,0.091567,3.454052,1,-1.540380,0.051256,3.232352
4800,-8.767276,-10.864676,2,-0.755347,0.091567,3.454052,1,-1.540380,0.051256,3.232352
4820,-7.677262,-10.454470,2,-0.726770,0.110524,3.457971,1,-1.464398,0.069824,3.145232
4840,-7.677262,-10.454470,2,-0.726770,0.110524,3.457971,1,-1.464398,0.069824,3.145232
4860,-7.353286,-10.674826,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4880,-7.353286,-10.674826,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4900,-7.330968,-11.652071,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4920,-7.330968,-11.652071,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4940,-7.236190,-11.093054,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4960,-7.236190,-11.029153,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
4980,-7.626728,-10.710875,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5000,-7.626728,-10.710875,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5020,-8.535392,-10.877849,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5040,-8.596145,-10.892944,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5060,-8.596145,-10.892944,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5080,-8.596145,-10.287998,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5100,-8.318322,-10.287998,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
5120,-9.037792,-10.102635,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
